DSITRICT_ID,DISTR,DISTRICT,LIAN,NEWDISCODE,geometry,centroid_lon,centroid_lat
0,DISTRITO DE AILEU,AILEU,Mambae (Aileu),2,"POLYGON ((125.7706527709961 -8.587400436401367, 125.767936706543 -8.595800399780273, 125.7597808837891 -8.600090026855469, 125.7586975097656 -8.605119705200195, 125.766357421875 -8.611740112304688, 125.7702713012695 -8.620880126953125, 125.777229309082 -8.623539924621582, 125.7740631103516 -8.636599540710449, 125.7778472900391 -8.639249801635742, 125.7807769775391 -8.648579597473145, 125.7890167236328 -8.649089813232422, 125.7867431640625 -8.652910232543945, 125.7884216308594 -8.664669990539551, 125.7917785644531 -8.665599822998047, 125.796501159668 -8.674869537353516, 125.8089065551758 -8.677430152893066, 125.8135375976562 -8.681679725646973, 125.8102264404297 -8.713379859924316, 125.8177108764648 -8.729550361633301, 125.8075790405273 -8.736760139465332, 125.802116394043 -8.74878978729248, 125.7945404052734 -8.748880386352539, 125.7903137207031 -8.74370002746582, 125.7853164672852 -8.744620323181152, 125.7782592773438 -8.739299774169922, 125.7693328857422 -8.739580154418945, 125.7713928222656 -8.74701976776123, 125.7681121826172 -8.754630088806152, 125.7636413574219 -8.759610176086426, 125.7595520019531 -8.758620262145996, 125.7578125 -8.763270378112793, 125.75390625 -8.761770248413086, 125.7535400390625 -8.772049903869629, 125.737060546875 -8.786890029907227, 125.7236785888672 -8.783060073852539, 125.7252807617188 -8.777190208435059, 125.7220764160156 -8.772729873657227, 125.7069778442383 -8.762550354003906, 125.7026519775391 -8.761719703674316, 125.7009735107422 -8.764960289001465, 125.689323425293 -8.75922966003418, 125.6843414306641 -8.760890007019043, 125.6862564086914 -8.755760192871094, 125.674430847168 -8.758110046386719, 125.6719970703125 -8.763759613037109, 125.6716613769531 -8.759300231933594, 125.6610717773438 -8.76416015625, 125.6579513549805 -8.762840270996094, 125.6466217041016 -8.770489692687988, 125.6449127197266 -8.788370132446289, 125.6423873901367 -8.790140151977539, 125.6341934204102 -8.786129951477051, 125.6291580200195 -8.785820007324219, 125.6272964477539 -8.788789749145508, 125.6206893920898 -8.78516960144043, 125.6070327758789 -8.788979530334473, 125.6053466796875 -8.795470237731934, 125.6090316772461 -8.803190231323242, 125.6073837280273 -8.808710098266602, 125.6106872558594 -8.822349548339844, 125.579963684082 -8.824370384216309, 125.5755462646484 -8.831089973449707, 125.5686798095703 -8.833020210266113, 125.5703125 -8.839110374450684, 125.5653610229492 -8.843939781188965, 125.5578308105469 -8.842570304870605, 125.5483627319336 -8.835000038146973, 125.5428695678711 -8.836569786071777, 125.5433502197266 -8.840290069580078, 125.5387725830078 -8.840660095214844, 125.5377426147461 -8.845609664916992, 125.5326232910156 -8.844699859619141, 125.5269393920898 -8.849980354309082, 125.5100631713867 -8.842470169067383, 125.5055465698242 -8.850250244140625, 125.4974822998047 -8.850700378417969, 125.4915771484375 -8.817290306091309, 125.4778137207031 -8.797880172729492, 125.4699325561523 -8.800530433654785, 125.4680328369141 -8.798290252685547, 125.463996887207 -8.80204963684082, 125.4597091674805 -8.786109924316406, 125.4542236328125 -8.78069019317627, 125.4618530273438 -8.773159980773926, 125.4643936157227 -8.765410423278809, 125.4713363647461 -8.762249946594238, 125.4698867797852 -8.755629539489746, 125.4764633178711 -8.745100021362305, 125.4739303588867 -8.74254035949707, 125.4765319824219 -8.73777961730957, 125.4651870727539 -8.729869842529297, 125.4590301513672 -8.729900360107422, 125.4540634155273 -8.724490165710449, 125.4627532958984 -8.720560073852539, 125.483757019043 -8.72367000579834, 125.4881362915039 -8.703140258789062, 125.4970932006836 -8.710140228271484, 125.5102005004883 -8.707850456237793, 125.5320587158203 -8.684760093688965, 125.5349273681641 -8.670700073242188, 125.5303573608398 -8.668789863586426, 125.5216598510742 -8.64700984954834, 125.5033874511719 -8.638270378112793, 125.50390625 -8.635390281677246, 125.5137405395508 -8.635129928588867, 125.5143127441406 -8.6243896484375, 125.5281066894531 -8.613349914550781, 125.5444564819336 -8.62300968170166, 125.5484008789062 -8.621700286865234, 125.5657806396484 -8.627090454101562, 125.5656967163086 -8.624059677124023, 125.5728073120117 -8.62399959564209, 125.5800399780273 -8.619540214538574, 125.5896911621094 -8.609479904174805, 125.5907592773438 -8.604430198669434, 125.6080703735352 -8.599820137023926, 125.6027679443359 -8.589489936828613, 125.6184768676758 -8.582880020141602, 125.6438827514648 -8.593549728393555, 125.6491470336914 -8.590550422668457, 125.6617126464844 -8.570380210876465, 125.6643905639648 -8.57017993927002, 125.6643371582031 -8.577569961547852, 125.6685562133789 -8.582380294799805, 125.67626953125 -8.587530136108398, 125.6859512329102 -8.588310241699219, 125.6884536743164 -8.582300186157227, 125.6862564086914 -8.571820259094238, 125.6980133056641 -8.559169769287109, 125.7132110595703 -8.56581974029541, 125.7350082397461 -8.564299583435059, 125.7410430908203 -8.567520141601562, 125.75390625 -8.564220428466797, 125.7569580078125 -8.568110466003418, 125.7609786987305 -8.566659927368164, 125.7663726806641 -8.571220397949219, 125.7706527709961 -8.587400436401367))",125.636182466732,-8.70168699073966
1,DISTRITO DE AINARO,AINARO,Mambae (Ainaro),1,"POLYGON ((125.6111907958984 -8.938739776611328, 125.6072769165039 -8.940690040588379, 125.6080703735352 -8.946539878845215, 125.5974578857422 -8.953149795532227, 125.5938186645508 -8.961640357971191, 125.5943984985352 -8.98058032989502, 125.5860290527344 -9.010040283203125, 125.5932693481445 -9.01576042175293, 125.595817565918 -9.041560173034668, 125.608757019043 -9.051070213317871, 125.6278228759766 -9.05620002746582, 125.6281433105469 -9.064940452575684, 125.6332168579102 -9.06427001953125, 125.6343612670898 -9.068499565124512, 125.6434936523438 -9.06721019744873, 125.6523666381836 -9.075200080871582, 125.6700668334961 -9.072790145874023, 125.6738662719727 -9.079230308532715, 125.6838607788086 -9.083559989929199, 125.686653137207 -9.091320037841797, 125.6911773681641 -9.093709945678711, 125.6892929077148 -9.116049766540527, 125.6723937988281 -9.12067985534668, 125.6672286987305 -9.135100364685059, 125.67529296875 -9.169960021972656, 125.691520690918 -9.179100036621094, 125.7006988525391 -9.194219589233398, 125.6826705932617 -9.200949668884277, 125.6644515991211 -9.201160430908203, 125.6242980957031 -9.187069892883301, 125.6016998291016 -9.186200141906738, 125.5812072753906 -9.193650245666504, 125.5446166992188 -9.220330238342285, 125.5254974365234 -9.222180366516113, 125.529899597168 -9.217519760131836, 125.5272827148438 -9.212050437927246, 125.5282516479492 -9.191849708557129, 125.5402374267578 -9.161769866943359, 125.5249862670898 -9.155269622802734, 125.5230865478516 -9.146160125732422, 125.5043869018555 -9.141719818115234, 125.4964370727539 -9.143679618835449, 125.4948577880859 -9.138139724731445, 125.4860992431641 -9.131609916687012, 125.4742431640625 -9.127809524536133, 125.4812469482422 -9.106590270996094, 125.4751129150391 -9.088769912719727, 125.4749069213867 -9.076809883117676, 125.4629135131836 -9.066049575805664, 125.4443435668945 -9.061829566955566, 125.4492568969727 -9.042079925537109, 125.4452133178711 -9.037919998168945, 125.4497833251953 -9.025970458984375, 125.4375915527344 -9.006759643554688, 125.4303131103516 -9.007820129394531, 125.4271087646484 -9.004210472106934, 125.4247436523438 -8.992810249328613, 125.429313659668 -8.985269546508789, 125.4507369995117 -8.97581958770752, 125.4511795043945 -8.970339775085449, 125.4568328857422 -8.964389801025391, 125.4523010253906 -8.954070091247559, 125.4602203369141 -8.943880081176758, 125.4673461914062 -8.938839912414551, 125.4731826782227 -8.939040184020996, 125.4729766845703 -8.936160087585449, 125.4808731079102 -8.929920196533203, 125.4810028076172 -8.922410011291504, 125.4919204711914 -8.916769981384277, 125.4945602416992 -8.911290168762207, 125.4924468994141 -8.896980285644531, 125.5033874511719 -8.890130043029785, 125.5046234130859 -8.883090019226074, 125.5218887329102 -8.874250411987305, 125.5210113525391 -8.865610122680664, 125.507926940918 -8.850700378417969, 125.5100631713867 -8.842470169067383, 125.5265426635742 -8.85006046295166, 125.5326232910156 -8.844699859619141, 125.5377426147461 -8.845609664916992, 125.5387725830078 -8.840660095214844, 125.5433502197266 -8.840290069580078, 125.5428695678711 -8.836569786071777, 125.5483627319336 -8.835000038146973, 125.5578308105469 -8.842570304870605, 125.5653610229492 -8.843939781188965, 125.5703125 -8.839110374450684, 125.5686798095703 -8.833020210266113, 125.5755462646484 -8.831089973449707, 125.579963684082 -8.824370384216309, 125.6106872558594 -8.822349548339844, 125.6073837280273 -8.808710098266602, 125.6090316772461 -8.803190231323242, 125.6053466796875 -8.795470237731934, 125.6079330444336 -8.788290023803711, 125.6132202148438 -8.789230346679688, 125.6206893920898 -8.78516960144043, 125.6272964477539 -8.788789749145508, 125.6291580200195 -8.785820007324219, 125.6341934204102 -8.786129951477051, 125.6423873901367 -8.790140151977539, 125.6459426879883 -8.783419609069824, 125.6449890136719 -8.774439811706543, 125.650032043457 -8.766139984130859, 125.6716613769531 -8.759300231933594, 125.6719970703125 -8.763759613037109, 125.6773834228516 -8.756790161132812, 125.6862564086914 -8.755760192871094, 125.6843414306641 -8.760890007019043, 125.689323425293 -8.75922966003418, 125.6964416503906 -8.764209747314453, 125.7069778442383 -8.762550354003906, 125.7252807617188 -8.777190208435059, 125.7233200073242 -8.78262996673584, 125.7084274291992 -8.786279678344727, 125.6984024047852 -8.79619026184082, 125.6891479492188 -8.798769950866699, 125.6823806762695 -8.810000419616699, 125.6850509643555 -8.813469886779785, 125.6801834106445 -8.818719863891602, 125.685432434082 -8.828189849853516, 125.683349609375 -8.837619781494141, 125.6888885498047 -8.840869903564453, 125.6827011108398 -8.846400260925293, 125.6900177001953 -8.84904956817627, 125.6857070922852 -8.851539611816406, 125.6839294433594 -8.866999626159668, 125.6902465820312 -8.869000434875488, 125.6857223510742 -8.879440307617188, 125.6873168945312 -8.889120101928711, 125.6820907592773 -8.898810386657715, 125.6767501831055 -8.902549743652344, 125.6666564941406 -8.896200180053711, 125.6604614257812 -8.896969795227051, 125.6508483886719 -8.919260025024414, 125.6472930908203 -8.921219825744629, 125.6324005126953 -8.914959907531738, 125.622673034668 -8.914719581604004, 125.6218338012695 -8.923689842224121, 125.6126937866211 -8.928290367126465, 125.6178665161133 -8.934399604797363, 125.6111907958984 -8.938739776611328))",125.57376842713,-9.00069064419433
2,DISTRITO DE BAUCAU,BAUCAU,,3,"POLYGON ((126.1930770874023 -8.573740005493164, 126.1924514770508 -8.571619987487793, 126.1893768310547 -8.57349967956543, 126.1862030029297 -8.56836986541748, 126.184700012207 -8.552550315856934, 126.1811828613281 -8.548709869384766, 126.1827774047852 -8.541330337524414, 126.1795272827148 -8.540349960327148, 126.1830215454102 -8.538220405578613, 126.1823577880859 -8.530830383300781, 126.1855392456055 -8.526969909667969, 126.1654663085938 -8.509599685668945, 126.1610336303711 -8.495499610900879, 126.1856384277344 -8.502630233764648, 126.2066268920898 -8.49485969543457, 126.2373428344727 -8.502220153808594, 126.2547912597656 -8.486289978027344, 126.2801971435547 -8.480310440063477, 126.3085327148438 -8.456049919128418, 126.3400573730469 -8.449870109558105, 126.3550262451172 -8.430850028991699, 126.3713912963867 -8.422750473022461, 126.3807525634766 -8.428350448608398, 126.4169692993164 -8.414859771728516, 126.439338684082 -8.423299789428711, 126.4554595947266 -8.436820030212402, 126.4706115722656 -8.443120002746582, 126.5050964355469 -8.450920104980469, 126.5532302856445 -8.48114013671875, 126.5654373168945 -8.483050346374512, 126.581298828125 -8.470620155334473, 126.5978164672852 -8.470379829406738, 126.6125030517578 -8.45851993560791, 126.6388320922852 -8.450409889221191, 126.6574630737305 -8.43826961517334, 126.6955871582031 -8.42516040802002, 126.6971130371094 -8.434989929199219, 126.7067565917969 -8.444910049438477, 126.7075271606445 -8.460370063781738, 126.7162170410156 -8.481719970703125, 126.7361221313477 -8.489170074462891, 126.7401428222656 -8.493760108947754, 126.7455902099609 -8.493149757385254, 126.7412033081055 -8.497320175170898, 126.7331924438477 -8.496580123901367, 126.7302932739258 -8.503350257873535, 126.7231216430664 -8.504949569702148, 126.7225723266602 -8.521739959716797, 126.7476501464844 -8.533080101013184, 126.7575073242188 -8.555109977722168, 126.7820281982422 -8.567720413208008, 126.785026550293 -8.583660125732422, 126.7963562011719 -8.589389801025391, 126.8040313720703 -8.600689888000488, 126.8078231811523 -8.600130081176758, 126.8118209838867 -8.615090370178223, 126.8080596923828 -8.617819786071777, 126.8098068237305 -8.623279571533203, 126.7920532226562 -8.623920440673828, 126.7809600830078 -8.628809928894043, 126.7741317749023 -8.641139984130859, 126.7654113769531 -8.648189544677734, 126.7643508911133 -8.657540321350098, 126.7541580200195 -8.658639907836914, 126.7355575561523 -8.688130378723145, 126.7291412353516 -8.688949584960938, 126.734016418457 -8.678919792175293, 126.7291030883789 -8.67350959777832, 126.7286071777344 -8.664549827575684, 126.7108917236328 -8.648799896240234, 126.6848831176758 -8.650230407714844, 126.6573104858398 -8.63716983795166, 126.6514434814453 -8.639610290527344, 126.645149230957 -8.649060249328613, 126.6264495849609 -8.65349006652832, 126.6203308105469 -8.662969589233398, 126.6217727661133 -8.676340103149414, 126.6121673583984 -8.689129829406738, 126.5875778198242 -8.661399841308594, 126.5880584716797 -8.654120445251465, 126.5844497680664 -8.652819633483887, 126.574333190918 -8.658379554748535, 126.5664367675781 -8.658280372619629, 126.5620880126953 -8.663330078125, 126.5454025268555 -8.669639587402344, 126.5307388305664 -8.68297004699707, 126.5112609863281 -8.67881965637207, 126.5010299682617 -8.660880088806152, 126.4872970581055 -8.645589828491211, 126.4845428466797 -8.623490333557129, 126.487663269043 -8.618670463562012, 126.4821166992188 -8.61244010925293, 126.4776229858398 -8.612979888916016, 126.4759521484375 -8.596599578857422, 126.4641571044922 -8.593000411987305, 126.4608612060547 -8.595939636230469, 126.4650573730469 -8.598420143127441, 126.4621963500977 -8.605070114135742, 126.4660034179688 -8.608659744262695, 126.4589004516602 -8.611579895019531, 126.4619293212891 -8.613710403442383, 126.4601669311523 -8.621800422668457, 126.4693603515625 -8.627579689025879, 126.4631729125977 -8.632450103759766, 126.4588317871094 -8.641670227050781, 126.4541473388672 -8.643569946289062, 126.4545211791992 -8.647970199584961, 126.4446868896484 -8.662039756774902, 126.4548034667969 -8.671640396118164, 126.4508895874023 -8.673789978027344, 126.4561614990234 -8.683699607849121, 126.4501266479492 -8.686180114746094, 126.4527816772461 -8.692500114440918, 126.4434280395508 -8.702930450439453, 126.3995132446289 -8.690219879150391, 126.3895568847656 -8.668519973754883, 126.3971099853516 -8.659580230712891, 126.3874816894531 -8.65625, 126.3755874633789 -8.666170120239258, 126.3667831420898 -8.666190147399902, 126.3565521240234 -8.672060012817383, 126.3576736450195 -8.677740097045898, 126.3447113037109 -8.684000015258789, 126.3392791748047 -8.682629585266113, 126.331916809082 -8.673009872436523, 126.3169937133789 -8.68159008026123, 126.3075866699219 -8.681980133056641, 126.2863311767578 -8.668569564819336, 126.2800064086914 -8.670559883117676, 126.2789535522461 -8.676529884338379, 126.2736511230469 -8.679300308227539, 126.2728118896484 -8.686610221862793, 126.2683792114258 -8.686759948730469, 126.2643585205078 -8.693550109863281, 126.2529983520508 -8.693989753723145, 126.2564010620117 -8.690070152282715, 126.2515106201172 -8.685210227966309, 126.2454986572266 -8.688739776611328, 126.2456512451172 -8.686349868774414, 126.2393035888672 -8.686579704284668, 126.2377395629883 -8.683239936828613, 126.2339935302734 -8.685870170593262, 126.2323226928711 -8.683429718017578, 126.2276916503906 -8.691329956054688, 126.228759765625 -8.696410179138184, 126.2210693359375 -8.698060035705566, 126.2146530151367 -8.691780090332031, 126.2119216918945 -8.696109771728516, 126.2082977294922 -8.687210083007812, 126.2005615234375 -8.686220169067383, 126.1981964111328 -8.69242000579834, 126.1956329345703 -8.689060211181641, 126.1933975219727 -8.692729949951172, 126.1919937133789 -8.690380096435547, 126.1880569458008 -8.692629814147949, 126.1872406005859 -8.688509941101074, 126.1784973144531 -8.688179969787598, 126.168212890625 -8.677189826965332, 126.1605072021484 -8.679789543151855, 126.155029296875 -8.673769950866699, 126.1501770019531 -8.673259735107422, 126.1552734375 -8.663479804992676, 126.1801834106445 -8.64795970916748, 126.1806335449219 -8.643320083618164, 126.188102722168 -8.638689994812012, 126.1960067749023 -8.626420021057129, 126.1956024169922 -8.620109558105469, 126.1909332275391 -8.614809989929199, 126.1965713500977 -8.606200218200684, 126.1917572021484 -8.599610328674316, 126.1969528198242 -8.579669952392578, 126.1930770874023 -8.573740005493164))",126.469606262508,-8.56527712468869
